Title,Author,Link,Bookshelf
Cleopatra — Volume 05,Georg Ebers,http://www.gutenberg.org/ebooks/5477,
The Prince and the Page: A Story of the Last Crusade,Charlotte M. Yonge,http://www.gutenberg.org/ebooks/3696,
Vittoria — Volume 7,George Meredith,http://www.gutenberg.org/ebooks/4441,
An Egyptian Princess — Volume 01,Georg Ebers,http://www.gutenberg.org/ebooks/5450,
"St. George and St. Michael, Volume 1",George MacDonald,http://www.gutenberg.org/ebooks/5750,
The Days of Bruce: A Story from Scottish History. Vol. 1,Grace Aguilar,http://www.gutenberg.org/ebooks/18387,
Homo Sum — Volume 01,Georg Ebers,http://www.gutenberg.org/ebooks/5494,
Cleopatra — Volume 08,Georg Ebers,http://www.gutenberg.org/ebooks/5480,
The Rival Heirs; being the Third and Last Chronicle of Aescendune,A. D. Crake,http://www.gutenberg.org/ebooks/13375,
Uarda : a Romance of Ancient Egypt — Volume 01,Georg Ebers,http://www.gutenberg.org/ebooks/5439,
Devereux — Volume 05,Baron Edward Bulwer Lytton Lytton,http://www.gutenberg.org/ebooks/7628,
Vittoria — Volume 5,George Meredith,http://www.gutenberg.org/ebooks/4439,
"""War to the Knife;"" or, Tangata Maori",Rolf Boldrewood,http://www.gutenberg.org/ebooks/53358,
Senz'Amore,marchesa Colombi,http://www.gutenberg.org/ebooks/17852,
The Lord of Dynevor: A Tale of the Times of Edward the First,Everett-Green,http://www.gutenberg.org/ebooks/13227,
From the Memoirs of a Minister of France,Stanley John Weyman,http://www.gutenberg.org/ebooks/2079,
Serapis — Volume 05,Georg Ebers,http://www.gutenberg.org/ebooks/5505,
Serapis — Volume 03,Georg Ebers,http://www.gutenberg.org/ebooks/5503,
The Sisters — Volume 4,Georg Ebers,http://www.gutenberg.org/ebooks/5464,
Homo Sum — Volume 04,Georg Ebers,http://www.gutenberg.org/ebooks/5497,
Homo Sum — Volume 02,Georg Ebers,http://www.gutenberg.org/ebooks/5495,
An Egyptian Princess — Volume 10,Georg Ebers,http://www.gutenberg.org/ebooks/5459,
Cleopatra — Volume 02,Georg Ebers,http://www.gutenberg.org/ebooks/5474,
"The Prince and the Pauper, Part 3.",Mark Twain,http://www.gutenberg.org/ebooks/7156,
La pergamena distrutta,Virginia Mulazzi,http://www.gutenberg.org/ebooks/17850,
The Green Odyssey,Philip José Farmer,http://www.gutenberg.org/ebooks/50571,
The Right Time,John Berryman,http://www.gutenberg.org/ebooks/30770,
At the Earth's Core,Edgar Rice Burroughs,http://www.gutenberg.org/ebooks/545,
Lord Tedric,E. E. Smith,http://www.gutenberg.org/ebooks/49462,
Police Operation,H. Beam Piper,http://www.gutenberg.org/ebooks/19067,
Oneness,James H. Schmitz,http://www.gutenberg.org/ebooks/30728,
Naar het middelpunt der Aarde,Jules Verne,http://www.gutenberg.org/ebooks/10349,
Invaders from the Infinite,Jr. John W. Campbell,http://www.gutenberg.org/ebooks/20154,
The Ultimate Experiment,Thornton DeKy,http://www.gutenberg.org/ebooks/22466,
"Astounding Stories of Super-Science, October, 1930",Various,http://www.gutenberg.org/ebooks/29882,
The Saracen: Land of the Infidel,Robert Shea,http://www.gutenberg.org/ebooks/28515,
Operation: Outer Space,Murray Leinster,http://www.gutenberg.org/ebooks/18361,
Coming Attraction,Fritz Leiber,http://www.gutenberg.org/ebooks/51082,
"Astounding Stories,  August, 1931",Various,http://www.gutenberg.org/ebooks/33016,
A Slave is a Slave,H. Beam Piper,http://www.gutenberg.org/ebooks/20726,
Mizora: A Prophecy,Mary E. Bradley Lane,http://www.gutenberg.org/ebooks/24750,
Genesis,H. Beam Piper,http://www.gutenberg.org/ebooks/18105,
A Trace of Memory,Keith Laumer,http://www.gutenberg.org/ebooks/51712,
It Could Be Anything,Keith Laumer,http://www.gutenberg.org/ebooks/26782,
Navy Day,Harry Harrison,http://www.gutenberg.org/ebooks/30019,
Time Fuze,Randall Garrett,http://www.gutenberg.org/ebooks/32347,
The Draw,Jerome Bixby,http://www.gutenberg.org/ebooks/31778,
The Last Evolution,Jr. John W. Campbell,http://www.gutenberg.org/ebooks/27462,
Survival Kit,Frederik Pohl,http://www.gutenberg.org/ebooks/51809,
The Hour of Battle,Robert Sheckley,http://www.gutenberg.org/ebooks/29445,
Histoire des Plus Célèbres Amateurs Étrangers,Antoine Jules Dumesnil,http://www.gutenberg.org/ebooks/26211,
Mémoires d'un artiste,Charles Gounod,http://www.gutenberg.org/ebooks/24325,
"Souvenirs d'un sexagénaire, Tome IV",A.-V. Arnault,http://www.gutenberg.org/ebooks/24549,
"Journal des Goncourt (Troisième série, deuxième volume)",Goncourt and Goncourt,http://www.gutenberg.org/ebooks/17947,
Mémoires de Mademoiselle Mars (volume II),Mademoiselle Mars,http://www.gutenberg.org/ebooks/25526,
Mémoires d'une contemporaine. Tome 3,Ida Saint-Elme,http://www.gutenberg.org/ebooks/28624,
Récits d'une tante (Vol. 4 de 4),Boigne,http://www.gutenberg.org/ebooks/30912,
L'affaire du bonnet et les Mémoires de Saint-Simon,André Grellet-Dumazeau,http://www.gutenberg.org/ebooks/61789,
Mémoires de Marmontel (Volume 1 of 3),Jean-François Marmontel,http://www.gutenberg.org/ebooks/26531,
Mémoires du général baron de Marbot (3/3),Marbot,http://www.gutenberg.org/ebooks/36911,
"Chronique de 1831 à 1862, Tome 3 (de 4)",duchesse de Dorothée Dino,http://www.gutenberg.org/ebooks/52797,
"Delphine Gay, Mme de Girardin, dans ses rapports avec Lamartine, Victor Hugo,",,http://www.gutenberg.org/ebooks/51156,
"La Marquise de Boufflers et son fils, le chevalier de Boufflers",Gaston Maugras,http://www.gutenberg.org/ebooks/51606,
Rodin à l'hotel de Biron et à Meudon,Gustave Coquiot,http://www.gutenberg.org/ebooks/42561,
"Victor Hugo, son oeuvre poétique",Ernest Dupuy,http://www.gutenberg.org/ebooks/38074,
La première canadienne du Nord-ouest,Georges Dugas,http://www.gutenberg.org/ebooks/56461,
Mémoires d'une contemporaine. Tome 7,Ida Saint-Elme,http://www.gutenberg.org/ebooks/29755,
Le Héros de Châteauguay,L.-O. David,http://www.gutenberg.org/ebooks/13096,
Lettres d'un innocent,Alfred Dreyfus,http://www.gutenberg.org/ebooks/61965,
Victor Hugo,Théophile Gautier,http://www.gutenberg.org/ebooks/51977,
Souvenirs de Charles-Henri Baron de Gleichen,baron de Charles Henri Gleichen,http://www.gutenberg.org/ebooks/37762,
La Comtesse Mathieu de Noailles,René Gillouin,http://www.gutenberg.org/ebooks/44390,
Essai sur Talleyrand,Baron Henry Lytton Bulwer Dalling and Bulwer,http://www.gutenberg.org/ebooks/47196,
"Mémoires du maréchal Marmont, duc de Raguse (4/9)",Marmont,http://www.gutenberg.org/ebooks/33807,
Mémoires de madame de Rémusat (1/3),Madame de Rémusat,http://www.gutenberg.org/ebooks/33893,
Westways: A Village Chronicle,S. Weir Mitchell,http://www.gutenberg.org/ebooks/14153,
History of the Second Massachusetts Regiment of Infantry: Beverly Ford.,Oakey,http://www.gutenberg.org/ebooks/22586,
Chasing an Iron Horse,Edward Robins,http://www.gutenberg.org/ebooks/26892,
"""Miss Lou""",Edward Payson Roe,http://www.gutenberg.org/ebooks/5309,
"Si Klegg, Book 6",John McElroy,http://www.gutenberg.org/ebooks/31776,
"The Burning of Chambersburg, Pennsylvania",B. S. Schneck,http://www.gutenberg.org/ebooks/32268,
"Si Klegg, Book 4",John McElroy,http://www.gutenberg.org/ebooks/31774,
"Personal Memoirs of P. H. Sheridan, Volume 1, Part 2",Philip Henry Sheridan,http://www.gutenberg.org/ebooks/5855,
"Personal Memoirs of P. H. Sheridan, Volume 1, Part 3",Philip Henry Sheridan,http://www.gutenberg.org/ebooks/5856,
Reminiscences of Two Years in the United States Navy,John M. Batten,http://www.gutenberg.org/ebooks/25764,
Life of Abraham Lincoln,John Hugh Bowers,http://www.gutenberg.org/ebooks/19404,
A Man of the People: A Drama of Abraham Lincoln,Jr. Thomas Dixon,http://www.gutenberg.org/ebooks/25814,
My Days and Nights on the Battle-Field,Charles Carleton Coffin,http://www.gutenberg.org/ebooks/28571,
The Crisis — Volume 04,Winston Churchill,http://www.gutenberg.org/ebooks/5391,
A Raw Recruit's War Experiences,Ansel D. Nickerson,http://www.gutenberg.org/ebooks/32031,
The Crisis — Volume 03,Winston Churchill,http://www.gutenberg.org/ebooks/5390,
A Battery at Close Quarters,Henry M. Neil,http://www.gutenberg.org/ebooks/31048,
Songs and Ballads of the Southern People: 1861-1865,Frank Moore,http://www.gutenberg.org/ebooks/35479,
Lee's Last Campaign,J. C. Gorman,http://www.gutenberg.org/ebooks/31566,
Personal Recollections of Chickamauga,James R. Carnahan,http://www.gutenberg.org/ebooks/35581,
"A Historic Sketch, Lest We Forget Company ""E,"" 26th Ohio Infantry in the War for",,http://www.gutenberg.org/ebooks/32015,
Beechenbrook,Margaret Junkin Preston,http://www.gutenberg.org/ebooks/16480,
The Battle of Stone River,Henry Myron Kendall,http://www.gutenberg.org/ebooks/32028,
From the Rapidan to Richmond and the Spottsylvania Campaign,William Meade Dame,http://www.gutenberg.org/ebooks/31192,
"Historical sketch of the Fifteenth Regiment, New Jersey Volunteers",Campbell,http://www.gutenberg.org/ebooks/35697,
The Harwich Naval Forces: Their Part in the Great War,E. F. Knight,http://www.gutenberg.org/ebooks/33769,
Digger Smith,C. J. Dennis,http://www.gutenberg.org/ebooks/15524,
Our Pilots in the Air,William Perry Brown,http://www.gutenberg.org/ebooks/6082,
A Noble Woman: The Life-Story of Edith Cavell,Ernest Protheroe,http://www.gutenberg.org/ebooks/35075,
Rounding up the Raider: A Naval Story of the Great War,Percy F. Westerman,http://www.gutenberg.org/ebooks/36499,
Through the Iron Bars: Two Years of German Occupation in Belgium,Emile Cammaerts,http://www.gutenberg.org/ebooks/12644,
A Song of the Guns,Gilbert Frankau,http://www.gutenberg.org/ebooks/40345,
In the Ypres Salient,Beckles Willson,http://www.gutenberg.org/ebooks/46256,
The Soul of the Soldier: Sketches from the Western Battle-Front,Thomas Tiplady,http://www.gutenberg.org/ebooks/46323,
Five Months on a German Raider,Frederic George Trayes,http://www.gutenberg.org/ebooks/16690,
"The Boy Allies in the Balkan Campaign; Or, the Struggle to Save a Nation",Hayes,http://www.gutenberg.org/ebooks/12805,
Letters of Lt.-Col. George Brenton Laurie,G. B. Laurie,http://www.gutenberg.org/ebooks/24862,
Letters to Helen: Impressions of an Artist on the Western Front,Keith Henderson,http://www.gutenberg.org/ebooks/16626,
Stories of the Ships,Lewis R. Freeman,http://www.gutenberg.org/ebooks/42604,
Fighting For Peace,Henry Van Dyke,http://www.gutenberg.org/ebooks/19693,
Three Times and Out,Nellie L. McClung and Mervin C. Simmons,http://www.gutenberg.org/ebooks/12880,
The White Road to Verdun,Kathleen Burke,http://www.gutenberg.org/ebooks/16945,
Carry On: Letters in War-Time,Coningsby Dawson,http://www.gutenberg.org/ebooks/14086,
A History of the Nations and Empires Involved and a Study of the Events,,http://www.gutenberg.org/ebooks/3779,
Poems of the Great War,Various,http://www.gutenberg.org/ebooks/33681,
Fields of Victory,Mrs. Humphry Ward,http://www.gutenberg.org/ebooks/13827,
On the Edge of the War Zone,Mildred Aldrich,http://www.gutenberg.org/ebooks/11947,
"Navy Boys Behind the Big Guns; Or, Sinking the German U-Boats",Halsey Davidson,http://www.gutenberg.org/ebooks/17967,
France at War: On the Frontier of Civilization,Rudyard Kipling,http://www.gutenberg.org/ebooks/12454,
The Attack in Trench Warfare: Impressions and Reflections of a Company Commander,,http://www.gutenberg.org/ebooks/60197,
Stand By The Union,Oliver Optic,http://www.gutenberg.org/ebooks/18816,
The Angel Children,Charlotte M. Higgins,http://www.gutenberg.org/ebooks/20043,
For Love of Country: A Story of Land and Sea in the Days of the Revolution,Brady,http://www.gutenberg.org/ebooks/20791,
Six Months at the Cape,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21704,
Fighting the Whales,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21731,
Lost in the Forest: Wandering Will's Adventures in South America,Ballantyne,http://www.gutenberg.org/ebooks/23274,
The Buffalo Runners: A Tale of the Red River Plains,R. M. Ballantyne,http://www.gutenberg.org/ebooks/23372,
The Thorogood Family,R. M. Ballantyne,http://www.gutenberg.org/ebooks/23381,
The Hot Swamp,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21757,
Cowmen and Rustlers: A Story of the Wyoming Cattle Ranges,Edward Sylvester Ellis,http://www.gutenberg.org/ebooks/11337,
The Shades of the Wilderness: A Story of Lee's Great Stand,Joseph A. Altsheler,http://www.gutenberg.org/ebooks/12532,
"The Coxswain's Bride; also, Jack Frost and Sons; and, A Double Rescue",Ballantyne,http://www.gutenberg.org/ebooks/21725,
The Last of the Chiefs: A Story of the Great Sioux War,Joseph A. Altsheler,http://www.gutenberg.org/ebooks/22464,
A Sweet Girl Graduate,L. T. Meade,http://www.gutenberg.org/ebooks/4989,
Life in the Red Brigade: London Fire Brigade,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21695,
"Blown to Bits: The Lonely Man of Rakata, the Malay Archipelago",R. M. Ballantyne,http://www.gutenberg.org/ebooks/23371,
"The Garret and the Garden; Or, Low Life High Up",R. M. Ballantyne,http://www.gutenberg.org/ebooks/21737,
Fighting the Flames,R. M. Ballantyne,http://www.gutenberg.org/ebooks/23380,
Over the Rocky Mountains: Wandering Will in the Land of the Redskin,Ballantyne,http://www.gutenberg.org/ebooks/24086,
Hayslope Grange: A Tale of the Civil War,Emma Leslie,http://www.gutenberg.org/ebooks/19136,
"By England's Aid; Or, the Freeing of the Netherlands, 1585-1604",G. A. Henty,http://www.gutenberg.org/ebooks/8679,
Blue Lights: Hot Work in the Soudan,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21719,
"Work and Win; Or, Noddy Newman on a Cruise",Oliver Optic,http://www.gutenberg.org/ebooks/23758,
Silver Lake,R. M. Ballantyne,http://www.gutenberg.org/ebooks/21703,
Nothing to Eat,Jr. Horatio Alger and Thomas Chandler Haliburton,http://www.gutenberg.org/ebooks/5868,
The Camp Fire Girls in the Outside World,Margaret Vandercook,http://www.gutenberg.org/ebooks/22938,
"The Boy Scouts of Lenox; Or, The Hike Over Big Bear Mountain",Frank V. Webster,http://www.gutenberg.org/ebooks/21842,
The Wonder Island Boys: Conquest of the Savages,Roger Thompson Finlay,http://www.gutenberg.org/ebooks/21832,
"The Outdoor Girls of Deepdale; Or, camping and tramping for fun and health",Hope,http://www.gutenberg.org/ebooks/10465,
Six Little Bunkers at Grandpa Ford's,Laura Lee Hope,http://www.gutenberg.org/ebooks/17761,
"Nan Sherwood at Pine Camp; Or, The Old Lumberman's Secret",Annie Roe Carr,http://www.gutenberg.org/ebooks/2691,
Grace Harlowe's Overland Riders Among the Kentucky Mountaineers,Josephine Chase,http://www.gutenberg.org/ebooks/20405,
"Ruth Fielding at Snow Camp; Or, Lost in the Backwoods",Alice B. Emerson,http://www.gutenberg.org/ebooks/6851,
"Jane Allen, Right Guard",Edith Bancroft,http://www.gutenberg.org/ebooks/19015,
Tom Slade at Temple Camp,Percy Keese Fitzhugh,http://www.gutenberg.org/ebooks/19522,
Frontier Boys in Frisco,Wyn Roosevelt,http://www.gutenberg.org/ebooks/20259,
"Rollo at Play; Or, Safe Amusements",Jacob Abbott,http://www.gutenberg.org/ebooks/11140,
"The Camp Fire Girls Go Motoring; Or, Along the Road That Leads the Way",Frey,http://www.gutenberg.org/ebooks/6895,
"The Boys of Columbia High on the Gridiron : or, the Struggle for the Silver Cup",,http://www.gutenberg.org/ebooks/6898,
The Wonder Island Boys: Treasures of the Islands,Roger Thompson Finlay,http://www.gutenberg.org/ebooks/21810,
"The Banner Boy Scouts; or, The Struggle for Leadership",George A. Warren,http://www.gutenberg.org/ebooks/17266,
Marjorie's Maytime,Carolyn Wells,http://www.gutenberg.org/ebooks/15072,
Marjorie's New Friend,Carolyn Wells,http://www.gutenberg.org/ebooks/8887,
"The Outdoor Girls at Rainbow Lake; Or, The Stirring Cruise of the Motor Boat Gem",,http://www.gutenberg.org/ebooks/4987,
"The Camp Fire Girls at Camp Keewaydin; Or, Paddles Down",Hildegard G. Frey,http://www.gutenberg.org/ebooks/10688,
"The Camp Fire Girls Do Their Bit; Or, Over the Top with the Winnebagos",Frey,http://www.gutenberg.org/ebooks/11664,
The Grammar School Boys in Summer Athletics,H. Irving Hancock,http://www.gutenberg.org/ebooks/12735,
The Little Colonel's House Party,Annie F. Johnston,http://www.gutenberg.org/ebooks/15741,
"Bob Chester's Grit; Or, From Ranch to Riches",Frank V. Webster,http://www.gutenberg.org/ebooks/17151,
"The Outdoor Girls on Pine Island; Or, A Cave and What It Contained",Hope,http://www.gutenberg.org/ebooks/19294,
A Great Emergency and Other Tales,Juliana Horatia Ewing,http://www.gutenberg.org/ebooks/17069,
The Adventures of Paddy the Beaver,Thornton W. Burgess,http://www.gutenberg.org/ebooks/2493,
My Robin,Frances Hodgson Burnett,http://www.gutenberg.org/ebooks/5304,
The Master Key,L. Frank Baum,http://www.gutenberg.org/ebooks/21526,
The Velveteen Rabbit,Margery Williams Bianco,http://www.gutenberg.org/ebooks/23980,
Jackanapes,Juliana Horatia Ewing,http://www.gutenberg.org/ebooks/20351,
"Beneath an Umbrella (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9216,
Wo Gritlis Kinder hingekommen sind,Johanna Spyri,http://www.gutenberg.org/ebooks/22570,
Homespun Tales,Kate Douglas Smith Wiggin,http://www.gutenberg.org/ebooks/3492,
Uncle Titus and His Visit to the Country,Johanna Spyri,http://www.gutenberg.org/ebooks/14710,
Children and Their Books,James Hosmer Penniman,http://www.gutenberg.org/ebooks/22604,
"Snow Flakes (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9212,
"Sara Crewe: or, What Happened at Miss Minchin's Boarding School",Burnett,http://www.gutenberg.org/ebooks/23964,
The Flag-Raising,Kate Douglas Smith Wiggin,http://www.gutenberg.org/ebooks/2315,
Was die Großmutter gelehrt hat,Johanna Spyri,http://www.gutenberg.org/ebooks/9861,
"Fancy's Show-Box (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9208,
A Little Union Scout,Joel Chandler Harris,http://www.gutenberg.org/ebooks/23871,
"Chippings with a Chisel (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9215,
"The Toll Gatherer's Day (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9206,
"The Seven Vagabonds (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9213,
Moni der Geißbub,Johanna Spyri,http://www.gutenberg.org/ebooks/9860,
Tik-Tok of Oz,L. Frank Baum,http://www.gutenberg.org/ebooks/23076,
We and the World: A Book for Boys. Part I,Juliana Horatia Ewing,http://www.gutenberg.org/ebooks/18077,
The Little Hunchback Zia,Frances Hodgson Burnett,http://www.gutenberg.org/ebooks/5303,
"Little Annie's Ramble (From ""Twice Told Tales"")",Nathaniel Hawthorne,http://www.gutenberg.org/ebooks/9202,
The Black Tor: A Tale of the Reign of James the First,George Manville Fenn,http://www.gutenberg.org/ebooks/21298,
